Site Code,city,Vehicle_type,cluster,Date,Delivery Agent ID,Shift,Unsuccessful_Attempts,Process_Deviations,Delivered,Customer_Rejects,Picked_up_Customer_Returns,Picked up_Seller,billing_amt,,
Site_6,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_388,C,1,0,16,0,4,0,580,,
Site_10,BANGALORE,Bike,4,2023-06-23 00:00:00,DA_619,C,0,5,20,1,4,0,595,,
Site_22,HYDERABAD,Van DCD,4,2023-06-28 00:00:00,DA_414,A,6,1,67,1,10,0,2060,,
Site_22,HYDERABAD,Bike,4,2023-06-25 00:00:00,DA_693,A,7,0,10,1,22,0,961,,
Site_18,DELHI,Bike,6,2023-06-16 00:00:00,DA_373,B,6,1,30,3,6,0,843,,
Site_27,MUMBAI,Bike,3,2023-06-18 00:00:00,DA_498,A,3,0,25,0,26,0,947,,
Site_3,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_196,A,1,0,37,0,5,0,1934,,
Site_1,BHOPAL,Bike,1,2023-06-04 00:00:00,DA_150,B,1,4,22,0,6,0,626,,
Site_6,BANGALORE,Bike,4,2023-06-08 00:00:00,DA_677,C,2,0,23,1,0,0,592,,
Site_27,MUMBAI,Van D+DA,5,2023-06-21 00:00:00,DA_502,B,5,0,29,1,2,0,1629,,
Site_25,MUMBAI,Bike,3,2023-06-17 00:00:00,DA_678,B,4,0,16,2,26,0,723,,
Site_1,BHOPAL,Bike,1,2023-06-12 00:00:00,DA_349,A,0,0,0,0,37,0,834,,
Site_3,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_61,C,1,2,17,0,2,0,577,,
Site_9,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_555,C,1,1,12,1,2,0,565,,
Site_15,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_95,A,7,0,68,3,9,0,1875,,
Site_12,MUMBAI,Bike,3,2023-06-26 00:00:00,DA_596,A,0,0,0,0,37,0,919,,
Site_21,HYDERABAD,Van DCD,4,2023-06-20 00:00:00,DA_618,B,5,0,26,0,4,0,1445,,
Site_21,HYDERABAD,Bike,4,2023-06-10 00:00:00,DA_496,C,7,0,11,4,12,0,601,,
Site_4,BANGALORE,Bike,4,2023-06-09 00:00:00,DA_31,C,5,0,16,2,2,0,580,,
Site_14,MUMBAI,Bike,3,2023-06-27 00:00:00,DA_621,C,5,11,14,8,4,0,573,,
Site_18,DELHI,Bike,6,2023-06-28 00:00:00,DA_406,C,0,0,20,2,6,0,629,,
Site_10,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_668,A,1,13,62,2,8,0,2030,,
Site_22,HYDERABAD,Bike,4,2023-06-05 00:00:00,DA_102,A,0,0,0,0,40,0,975,,
Site_4,BANGALORE,Bike,4,2023-06-08 00:00:00,DA_31,C,2,0,20,2,2,0,592,,
Site_7,BANGALORE,Van DCD,4,2023-06-26 00:00:00,DA_573,A,1,0,79,1,7,0,2105,,
Site_22,HYDERABAD,Van DCD,4,2023-06-13 00:00:00,DA_661,A,5,49,55,2,20,0,2055,,
Site_22,HYDERABAD,Van DCD,4,2023-06-19 00:00:00,DA_412,A,3,1,50,1,0,0,1952,,
Site_16,BANGALORE,Bike,4,2023-06-14 00:00:00,DA_445,B,4,0,34,0,2,0,772,,
Site_27,MUMBAI,Bike,3,2023-06-25 00:00:00,DA_645,C,1,0,17,0,0,0,546,,
Site_10,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_173,A,0,0,0,0,86,0,2100,,
Site_9,BANGALORE,Bike,4,2023-06-26 00:00:00,DA_90,C,7,4,25,0,0,0,595,,
Site_17,DELHI,Bike,6,2023-06-27 00:00:00,DA_477,B,0,0,22,12,2,0,837,,
Site_16,BANGALORE,Van DCD,4,2023-06-25 00:00:00,DA_382,A,3,0,62,3,9,0,1857,,
Site_15,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_275,C,5,0,26,2,0,0,604,,
Site_6,BANGALORE,Bike,4,2023-06-15 00:00:00,DA_677,C,0,0,15,0,2,0,571,,
Site_26,MUMBAI,Bike,3,2023-06-13 00:00:00,DA_361,C,2,2,14,1,8,0,564,,
Site_22,HYDERABAD,Van DCD,4,2023-06-26 00:00:00,DA_108,A,1,6,65,0,0,0,1995,,
Site_21,HYDERABAD,Bike,4,2023-06-27 00:00:00,DA_496,C,7,0,27,0,0,0,601,,
Site_29,DELHI,Bike,6,2023-06-03 00:00:00,DA_339,A,1,0,49,0,2,0,1122,,
Site_18,DELHI,Bike,6,2023-06-23 00:00:00,DA_519,B,0,0,40,0,0,0,845,,
Site_25,MUMBAI,Bike,3,2023-06-12 00:00:00,DA_488,B,7,0,22,1,20,0,721,,
Site_17,DELHI,Bike,6,2023-06-26 00:00:00,DA_634,B,1,0,26,7,2,0,835,,
Site_3,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_318,A,5,0,80,2,2,0,2090,,
Site_29,DELHI,Bike,6,2023-06-29 00:00:00,DA_143,B,7,0,29,1,2,0,829,,
Site_26,MUMBAI,Bike,3,2023-06-11 00:00:00,DA_154,B,0,0,14,2,6,0,679,,
Site_1,BHOPAL,Bike,1,2023-06-03 00:00:00,DA_18,B,8,4,15,0,8,0,616,,
Site_5,BANGALORE,Van D+DA,4,2023-06-12 00:00:00,DA_13,B,4,1,18,0,0,0,1551,,
Site_15,BANGALORE,Bike,4,2023-06-06 00:00:00,DA_275,C,0,0,26,0,4,0,610,,
Site_5,BANGALORE,Bike,4,2023-06-28 00:00:00,DA_220,A,8,0,28,1,0,0,953,,
Site_27,MUMBAI,Bike,3,2023-06-23 00:00:00,DA_495,A,1,1,15,1,24,0,925,,
Site_5,BANGALORE,Van D+DA,4,2023-06-22 00:00:00,DA_644,B,0,6,56,1,0,0,1629,,
Site_4,BANGALORE,Van DCD,4,2023-06-30 00:00:00,DA_136,B,5,0,38,0,4,0,1356,,
Site_29,DELHI,Bike,6,2023-06-10 00:00:00,DA_315,C,3,1,19,1,4,0,617,,
Site_11,BANGALORE,Van DCD,4,2023-06-03 00:00:00,DA_47,A,1,0,281,0,34,0,3505,,
Site_22,HYDERABAD,Bike,4,2023-06-05 00:00:00,DA_651,A,0,0,0,0,35,0,965,,
Site_4,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_574,C,5,13,16,0,4,0,580,,
Site_27,MUMBAI,Bike,3,2023-06-04 00:00:00,DA_580,B,2,2,19,4,7,0,695,,
Site_4,BANGALORE,Bike,4,2023-06-26 00:00:00,DA_588,B,2,2,31,0,5,0,772,,
Site_21,HYDERABAD,Van DCD,4,2023-06-06 00:00:00,DA_304,B,2,0,24,0,0,0,1433,,
Site_16,BANGALORE,Van DCD,4,2023-06-14 00:00:00,DA_535,A,4,0,79,0,9,0,1899,,
Site_18,DELHI,Bike,6,2023-06-29 00:00:00,DA_373,C,1,0,21,4,2,0,626,,
Site_12,MUMBAI,Van D+DA,5,2023-06-29 00:00:00,DA_227,B,0,0,30,0,0,0,1625,,
Site_16,BANGALORE,Van DCD,4,2023-06-27 00:00:00,DA_360,B,3,1,30,1,12,0,1471,,
Site_6,BANGALORE,Bike,4,2023-06-28 00:00:00,DA_288,C,1,0,16,0,2,0,574,,
Site_16,BANGALORE,Van DCD,4,2023-06-02 00:00:00,DA_314,A,5,0,63,2,7,0,2030,,
Site_6,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_401,A,5,0,210,3,13,0,2882,,
Site_12,MUMBAI,Bike,3,2023-06-09 00:00:00,DA_689,A,0,0,27,0,16,0,931,,
Site_25,MUMBAI,Bike,3,2023-06-30 00:00:00,DA_331,B,0,0,33,0,0,0,701,,
Site_3,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_251,A,8,0,65,1,8,0,2040,,
Site_6,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_301,A,3,0,87,0,4,0,2125,,
Site_12,MUMBAI,Bike,3,2023-06-11 00:00:00,DA_126,B,0,0,35,2,0,0,709,,
Site_13,THANE,Van D+DA,5,2023-06-08 00:00:00,DA_218,B,5,0,50,0,0,0,1665,,
Site_16,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_193,A,3,111,111,0,0,0,777,,
Site_12,MUMBAI,Bike,3,2023-06-18 00:00:00,DA_444,A,2,1,43,2,14,0,963,,
Site_29,DELHI,Bike,6,2023-06-25 00:00:00,DA_143,A,0,0,54,1,6,0,1142,,
Site_16,BANGALORE,Bike,4,2023-06-08 00:00:00,DA_445,B,5,0,32,2,0,0,768,,
Site_16,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_457,A,5,0,64,2,4,0,2020,,
Site_4,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_582,A,5,0,35,1,4,0,1755,,
Site_26,MUMBAI,Van D+DA,5,2023-06-30 00:00:00,DA_367,B,8,0,32,1,2,0,1635,,
Site_22,HYDERABAD,Van DCD,4,2023-06-04 00:00:00,DA_661,A,4,15,47,4,4,0,1960,,
Site_6,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_554,A,3,0,80,0,0,0,2070,,
Site_2,BHOPAL,Bike,1,2023-06-20 00:00:00,DA_225,B,2,1,13,5,4,0,614,,
Site_15,BANGALORE,Bike,4,2023-06-07 00:00:00,DA_275,C,3,0,18,1,10,0,607,,
Site_25,MUMBAI,Van D+DA,5,2023-06-26 00:00:00,DA_264,B,1,0,43,0,5,0,1661,,
Site_2,BHOPAL,Van DCD,1,2023-06-26 00:00:00,DA_683,A,5,1,57,6,6,0,1855,,
Site_4,BANGALORE,Bike,4,2023-06-20 00:00:00,DA_574,C,0,5,23,2,10,0,625,,
Site_4,BANGALORE,Van DCD,4,2023-06-24 00:00:00,DA_94,B,8,6,64,1,0,0,1530,,
Site_25,MUMBAI,Bike,3,2023-06-16 00:00:00,DA_66,B,5,0,30,2,4,0,707,,
Site_26,MUMBAI,Bike,3,2023-06-08 00:00:00,DA_565,A,2,0,6,0,37,0,931,,
Site_16,BANGALORE,Van DCD,4,2023-06-10 00:00:00,DA_626,B,1,0,25,0,0,0,1435,,
Site_15,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_676,A,3,0,62,1,10,0,1854,,
Site_12,MUMBAI,Bike,3,2023-06-10 00:00:00,DA_265,A,0,0,45,0,0,0,935,,
Site_3,BANGALORE,Bike,4,2023-06-11 00:00:00,DA_616,A,0,0,0,0,35,0,965,,
Site_3,BANGALORE,Van DCD,4,2023-06-26 00:00:00,DA_97,A,2,1,78,5,2,0,2095,,
Site_16,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_383,B,3,0,19,0,0,0,1423,,
Site_25,MUMBAI,Bike,3,2023-06-01 00:00:00,DA_66,C,2,0,19,2,8,0,582,,
Site_16,BANGALORE,Bike,4,2023-06-27 00:00:00,DA_445,B,2,5,23,3,2,0,756,,
Site_5,BANGALORE,Van D+DA,4,2023-06-05 00:00:00,DA_654,B,3,0,27,3,0,0,1575,,
Site_12,MUMBAI,Bike,3,2023-06-16 00:00:00,DA_657,A,1,0,48,3,0,0,947,,
Site_2,BHOPAL,Van DCD,1,2023-06-13 00:00:00,DA_64,A,0,0,64,5,11,0,1725,,
Site_18,DELHI,Bike,6,2023-06-19 00:00:00,DA_336,C,0,0,21,1,0,0,611,,
Site_22,HYDERABAD,Bike,4,2023-06-08 00:00:00,DA_412,C,4,4,8,3,14,0,595,,
Site_27,MUMBAI,Bike,3,2023-06-28 00:00:00,DA_266,A,2,3,29,0,21,0,945,,
Site_17,DELHI,Bike,6,2023-06-04 00:00:00,DA_476,A,4,0,47,2,8,0,1134,,
Site_27,MUMBAI,Van D+DA,5,2023-06-28 00:00:00,DA_502,B,4,0,46,2,0,0,1661,,
Site_16,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_86,A,1,105,109,0,0,0,763,,
Site_27,MUMBAI,Van D+DA,5,2023-06-27 00:00:00,DA_493,A,8,0,64,3,3,0,2255,,
Site_21,HYDERABAD,Bike,4,2023-06-10 00:00:00,DA_639,A,0,0,0,0,51,0,997,,
Site_3,BANGALORE,Van DCD,4,2023-06-28 00:00:00,DA_285,A,1,2,47,1,2,0,1950,,
Site_19,HYDERABAD,Bike,4,2023-06-03 00:00:00,DA_111,C,2,0,22,1,6,0,607,,
Site_26,MUMBAI,Van D+DA,5,2023-06-26 00:00:00,DA_556,B,1,0,35,0,2,0,1639,,
Site_6,BANGALORE,Van DCD,4,2023-06-10 00:00:00,DA_591,A,2,0,70,0,7,0,2055,,
Site_22,HYDERABAD,Van DCD,4,2023-06-27 00:00:00,DA_29,B,0,0,0,17,0,0,1419,,
Site_27,MUMBAI,Bike,3,2023-06-23 00:00:00,DA_231,A,1,0,31,3,17,0,947,,
Site_27,MUMBAI,Bike,3,2023-06-21 00:00:00,DA_523,A,0,0,12,0,33,0,935,,
Site_6,BANGALORE,Bike,4,2023-06-26 00:00:00,DA_288,C,0,0,19,0,0,0,577,,
Site_2,BHOPAL,Bike,1,2023-06-14 00:00:00,DA_578,B,1,0,19,2,4,0,620,,
Site_13,THANE,Van D+DA,5,2023-06-28 00:00:00,DA_254,B,4,1,50,1,2,0,1671,,
Site_22,HYDERABAD,Bike,4,2023-06-28 00:00:00,DA_691,A,0,0,0,0,25,0,945,,
Site_21,HYDERABAD,Van DCD,4,2023-06-20 00:00:00,DA_182,A,1,1,62,2,0,0,1990,,
Site_10,BANGALORE,Van DCD,4,2023-06-08 00:00:00,DA_528,B,3,0,38,1,0,0,1463,,
Site_6,BANGALORE,Van DCD,4,2023-06-28 00:00:00,DA_169,A,2,0,78,0,3,0,2075,,
Site_12,MUMBAI,Van D+DA,5,2023-06-15 00:00:00,DA_680,B,0,0,28,3,12,0,1651,,
Site_18,DELHI,Bike,6,2023-06-12 00:00:00,DA_373,C,3,0,20,2,4,0,623,,
Site_13,THANE,Van D+DA,5,2023-06-23 00:00:00,DA_218,B,2,0,51,1,0,0,1669,,
Site_5,BANGALORE,Bike,4,2023-06-25 00:00:00,DA_284,C,14,0,30,2,0,0,616,,
Site_10,BANGALORE,Van DCD,4,2023-06-23 00:00:00,DA_528,B,0,1,42,0,0,0,1469,,
Site_16,BANGALORE,Van DCD,4,2023-06-07 00:00:00,DA_230,B,8,0,25,0,0,0,1305,,
Site_6,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_59,A,0,1,151,1,33,0,2595,,
Site_16,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_481,C,3,0,18,0,4,0,586,,
Site_13,THANE,Bike,3,2023-06-10 00:00:00,DA_46,A,0,1,2,0,42,0,933,,
Site_3,BANGALORE,Bike,4,2023-06-25 00:00:00,DA_684,A,2,0,27,0,0,0,949,,
Site_24,MUMBAI,Van D+DA,5,2023-06-12 00:00:00,DA_475,B,0,0,16,0,0,0,1597,,
Site_10,BANGALORE,Van DCD,4,2023-06-10 00:00:00,DA_439,A,1,0,0,0,88,0,2110,,
Site_26,MUMBAI,Van D+DA,5,2023-06-28 00:00:00,DA_3,B,5,0,41,1,2,0,1653,,
Site_6,BANGALORE,Van DCD,4,2023-06-08 00:00:00,DA_554,A,2,0,81,0,10,0,2125,,
Site_22,HYDERABAD,Van DCD,4,2023-06-17 00:00:00,DA_256,A,5,0,52,1,2,0,1960,,
Site_27,MUMBAI,Van D+DA,5,2023-06-24 00:00:00,DA_653,B,5,0,48,2,0,0,1665,,
Site_18,DELHI,Bike,6,2023-06-29 00:00:00,DA_519,B,2,0,44,1,6,0,867,,
Site_16,BANGALORE,Van DCD,4,2023-06-16 00:00:00,DA_625,B,3,0,48,1,0,0,1377,,
Site_19,HYDERABAD,Van DCD,4,2023-06-06 00:00:00,DA_101,A,4,0,63,1,8,0,2030,,
Site_6,BANGALORE,Van DCD,4,2023-06-14 00:00:00,DA_301,A,3,0,69,1,8,0,2060,,
Site_29,DELHI,Bike,6,2023-06-18 00:00:00,DA_397,B,6,1,34,3,3,0,845,,
Site_17,DELHI,Bike,6,2023-06-23 00:00:00,DA_139,C,0,0,23,1,3,0,626,,
Site_5,BANGALORE,Bike,4,2023-06-09 00:00:00,DA_44,A,4,0,0,0,41,0,977,,
Site_5,BANGALORE,Bike,4,2023-06-22 00:00:00,DA_22,C,0,0,18,2,0,0,580,,
Site_29,DELHI,Bike,6,2023-06-03 00:00:00,DA_564,C,4,15,18,0,0,0,599,,
Site_27,MUMBAI,Bike,3,2023-06-27 00:00:00,DA_498,A,4,0,54,1,16,0,987,,
Site_16,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_86,A,1,94,103,0,0,0,721,,
Site_9,BANGALORE,Bike,4,2023-06-16 00:00:00,DA_632,A,0,0,0,0,32,0,959,,
Site_23,CHENNAI,Bike,3,2023-06-17 00:00:00,DA_674,A,0,0,0,0,30,0,905,,
Site_6,BANGALORE,Bike,4,2023-06-26 00:00:00,DA_205,C,0,2,15,1,0,0,568,,
Site_6,BANGALORE,Bike,4,2023-06-28 00:00:00,DA_513,C,0,2,19,0,0,0,577,,
Site_3,BANGALORE,Bike,4,2023-06-19 00:00:00,DA_509,C,2,0,13,0,0,0,559,,
Site_10,BANGALORE,Van DCD,4,2023-06-02 00:00:00,DA_470,A,4,0,66,0,31,0,2155,,
Site_14,MUMBAI,Bike,3,2023-06-15 00:00:00,DA_473,C,0,1,21,0,0,0,558,,
Site_22,HYDERABAD,Bike,4,2023-06-03 00:00:00,DA_281,C,0,0,20,0,2,0,586,,
Site_26,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_531,B,1,0,32,0,0,0,699,,
Site_17,DELHI,Bike,6,2023-06-26 00:00:00,DA_374,C,0,0,20,1,2,0,614,,
Site_3,BANGALORE,Van DCD,4,2023-06-23 00:00:00,DA_685,B,3,1,21,0,4,0,1435,,
Site_18,DELHI,Bike,6,2023-06-14 00:00:00,DA_519,B,3,0,38,0,0,0,841,,
Site_26,MUMBAI,Van D+DA,5,2023-06-13 00:00:00,DA_214,A,9,0,80,2,12,0,2375,,
Site_10,BANGALORE,Van DCD,4,2023-06-13 00:00:00,DA_613,B,2,1,37,0,0,0,1459,,
Site_18,DELHI,Bike,6,2023-06-02 00:00:00,DA_478,C,2,0,15,1,3,0,602,,
Site_3,BANGALORE,Bike,4,2023-06-16 00:00:00,DA_601,C,4,0,10,0,0,0,550,,
Site_22,HYDERABAD,Van DCD,4,2023-06-09 00:00:00,DA_256,A,5,0,55,0,2,0,1964,,
Site_27,MUMBAI,Van D+DA,5,2023-06-16 00:00:00,DA_351,A,3,0,65,0,13,0,2295,,
Site_12,MUMBAI,Van D+DA,5,2023-06-21 00:00:00,DA_39,B,1,0,53,2,4,0,1683,,
Site_14,MUMBAI,Bike,3,2023-06-25 00:00:00,DA_621,C,5,0,14,0,2,0,543,,
Site_16,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_497,A,10,0,131,3,4,0,2266,,
Site_22,HYDERABAD,Van DCD,4,2023-06-18 00:00:00,DA_177,B,0,0,26,1,0,0,1439,,
Site_5,BANGALORE,Van D+DA,4,2023-06-15 00:00:00,DA_652,A,10,17,55,6,9,0,2190,,
Site_3,BANGALORE,Van DCD,4,2023-06-27 00:00:00,DA_97,A,7,25,52,1,0,0,1956,,
Site_16,BANGALORE,Van DCD,4,2023-06-02 00:00:00,DA_497,A,7,4,117,0,7,0,2168,,
Site_5,BANGALORE,Bike,4,2023-06-06 00:00:00,DA_688,A,4,0,0,2,33,0,965,,
Site_16,BANGALORE,Van DCD,4,2023-06-21 00:00:00,DA_230,B,5,0,26,0,0,0,1308,,
Site_27,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_525,A,0,1,0,0,38,0,921,,
Site_27,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_645,C,0,0,10,1,10,0,558,,
Site_19,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_334,B,2,0,18,4,10,0,764,,
Site_26,MUMBAI,Bike,3,2023-06-18 00:00:00,DA_335,A,0,0,19,0,19,0,921,,
Site_4,BANGALORE,Bike,4,2023-06-23 00:00:00,DA_574,C,4,0,25,0,2,0,601,,
Site_3,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_71,A,4,0,63,2,17,0,2080,,
Site_6,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_298,B,1,3,29,0,0,0,1443,,
Site_3,BANGALORE,Bike,4,2023-06-01 00:00:00,DA_8,C,2,0,19,0,0,0,577,,
Site_22,HYDERABAD,Bike,4,2023-06-29 00:00:00,DA_281,A,1,0,6,0,25,0,957,,
Site_14,MUMBAI,Van D+DA,5,2023-06-04 00:00:00,DA_68,B,5,0,23,7,0,0,1625,,
Site_21,HYDERABAD,Van DCD,4,2023-06-29 00:00:00,DA_304,B,4,0,33,0,0,0,1451,,
Site_12,MUMBAI,Bike,3,2023-06-04 00:00:00,DA_444,C,4,1,16,1,6,0,564,,
Site_6,BANGALORE,Bike,4,2023-06-01 00:00:00,DA_677,C,1,0,16,0,2,0,574,,
Site_26,MUMBAI,Van D+DA,5,2023-06-21 00:00:00,DA_2,B,1,1,38,0,0,0,1641,,
Site_3,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_602,A,0,0,1,1,25,0,949,,
Site_26,MUMBAI,Van D+DA,5,2023-06-23 00:00:00,DA_516,B,15,1,19,1,2,0,1609,,
Site_29,DELHI,Bike,6,2023-06-01 00:00:00,DA_148,A,1,0,8,0,48,0,1132,,
Site_3,BANGALORE,Van DCD,4,2023-06-22 00:00:00,DA_601,B,6,0,19,0,0,0,1423,,
Site_4,BANGALORE,Van DCD,4,2023-06-03 00:00:00,DA_207,A,3,1,68,0,4,0,2030,,
Site_5,BANGALORE,Bike,4,2023-06-05 00:00:00,DA_292,C,5,0,15,2,0,0,571,,
Site_19,HYDERABAD,Van DCD,4,2023-06-25 00:00:00,DA_101,A,4,0,53,4,10,0,2005,,
Site_22,HYDERABAD,Bike,4,2023-06-14 00:00:00,DA_553,C,0,0,12,3,10,0,595,,
Site_22,HYDERABAD,Van DCD,4,2023-06-29 00:00:00,DA_546,B,4,1,56,4,10,0,1555,,
Site_24,MUMBAI,Bike,3,2023-06-12 00:00:00,DA_454,C,3,0,12,1,9,0,561,,
Site_15,BANGALORE,Van DCD,4,2023-06-09 00:00:00,DA_202,B,3,0,25,2,0,0,1311,,
Site_5,BANGALORE,Van D+DA,4,2023-06-16 00:00:00,DA_471,B,6,0,22,0,0,0,1559,,
Site_4,BANGALORE,Van DCD,4,2023-06-16 00:00:00,DA_581,A,6,0,148,2,5,0,2385,,
Site_21,HYDERABAD,Van DCD,4,2023-06-04 00:00:00,DA_182,A,6,25,74,0,0,0,2040,,
Site_1,BHOPAL,Bike,1,2023-06-22 00:00:00,DA_267,A,3,0,6,7,29,0,844,,
Site_12,MUMBAI,Bike,3,2023-06-06 00:00:00,DA_355,C,2,0,16,5,0,0,558,,
Site_18,DELHI,Bike,6,2023-06-14 00:00:00,DA_234,A,0,0,55,6,2,0,1146,,
Site_12,MUMBAI,Bike,3,2023-06-17 00:00:00,DA_126,C,0,0,20,0,0,0,555,,
Site_18,DELHI,Van D+DA,6,2023-06-29 00:00:00,DA_134,A,0,0,71,3,5,0,2290,,
Site_12,MUMBAI,Bike,3,2023-06-09 00:00:00,DA_226,C,1,0,20,0,0,0,555,,
Site_3,BANGALORE,Bike,4,2023-06-28 00:00:00,DA_61,C,2,0,10,0,6,0,568,,
Site_2,BHOPAL,Bike,1,2023-06-05 00:00:00,DA_659,B,4,3,15,2,4,0,612,,
Site_10,BANGALORE,Van DCD,4,2023-06-29 00:00:00,DA_439,A,5,0,10,0,28,0,1926,,
Site_27,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_679,C,0,0,7,0,11,0,549,,
Site_10,BANGALORE,Van DCD,4,2023-06-28 00:00:00,DA_118,B,2,0,27,0,0,0,1311,,
Site_3,BANGALORE,Van DCD,4,2023-06-29 00:00:00,DA_605,A,2,0,45,1,4,0,1950,,
Site_21,HYDERABAD,Van DCD,4,2023-06-26 00:00:00,DA_182,A,4,0,84,1,2,0,2105,,
Site_10,BANGALORE,Van DCD,4,2023-06-04 00:00:00,DA_377,B,6,0,71,0,2,0,1570,,
Site_13,THANE,Van D+DA,5,2023-06-27 00:00:00,DA_503,B,1,0,29,0,2,0,1627,,
Site_22,HYDERABAD,Van DCD,4,2023-06-29 00:00:00,DA_152,B,9,0,17,8,0,0,1435,,
Site_6,BANGALORE,Van DCD,4,2023-06-23 00:00:00,DA_554,A,3,7,77,2,5,0,2090,,
Site_19,HYDERABAD,Bike,4,2023-06-18 00:00:00,DA_417,C,5,0,19,0,6,0,595,,
Site_18,DELHI,Bike,6,2023-06-18 00:00:00,DA_130,B,5,0,34,0,1,0,835,,
Site_5,BANGALORE,Bike,4,2023-06-05 00:00:00,DA_164,C,6,0,20,0,2,0,586,,
Site_16,BANGALORE,Bike,4,2023-06-22 00:00:00,DA_127,C,1,1,20,0,2,0,586,,
Site_21,HYDERABAD,Bike,4,2023-06-21 00:00:00,DA_84,C,13,0,13,0,0,0,559,,
Site_12,MUMBAI,Bike,3,2023-06-14 00:00:00,DA_444,A,0,0,50,0,4,0,953,,
Site_22,HYDERABAD,Bike,4,2023-06-24 00:00:00,DA_281,A,0,0,6,0,32,0,971,,
Site_7,BANGALORE,Bike,4,2023-06-10 00:00:00,DA_543,C,5,0,19,0,4,0,589,,
Site_5,BANGALORE,Bike,4,2023-06-15 00:00:00,DA_324,C,7,0,20,1,0,0,583,,
Site_13,THANE,Bike,3,2023-06-18 00:00:00,DA_484,A,0,1,7,0,39,0,937,,
Site_5,BANGALORE,Van D+DA,4,2023-06-01 00:00:00,DA_540,B,7,0,28,0,1,0,1573,,
Site_10,BANGALORE,Van DCD,4,2023-06-08 00:00:00,DA_240,B,1,0,87,0,0,0,1640,,
Site_27,MUMBAI,Van D+DA,5,2023-06-16 00:00:00,DA_521,A,3,0,70,0,4,0,2275,,
Site_2,BHOPAL,Bike,1,2023-06-02 00:00:00,DA_659,B,3,0,16,0,10,0,622,,
Site_25,MUMBAI,Bike,3,2023-06-14 00:00:00,DA_306,A,0,0,51,1,2,0,953,,
Site_22,HYDERABAD,Bike,4,2023-06-12 00:00:00,DA_145,C,4,5,27,0,0,0,601,,
Site_4,BANGALORE,Van DCD,4,2023-06-25 00:00:00,DA_136,B,2,0,35,2,0,0,1341,,
Site_3,BANGALORE,Bike,4,2023-06-18 00:00:00,DA_206,C,7,1,16,1,0,0,571,,
Site_27,MUMBAI,Van D+DA,5,2023-06-17 00:00:00,DA_518,B,5,0,50,1,0,0,1667,,
Site_16,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_383,B,2,0,23,0,0,0,1299,,
Site_21,HYDERABAD,Bike,4,2023-06-15 00:00:00,DA_369,A,0,0,0,0,33,0,961,,
Site_4,BANGALORE,Van DCD,4,2023-06-02 00:00:00,DA_272,B,6,0,26,0,3,0,1443,,
Site_4,BANGALORE,Bike,4,2023-06-27 00:00:00,DA_533,C,2,23,26,1,0,0,601,,
Site_6,BANGALORE,Van DCD,4,2023-06-29 00:00:00,DA_59,A,0,0,157,1,22,0,2560,,
Site_17,DELHI,Bike,6,2023-06-07 00:00:00,DA_476,A,7,1,50,0,2,0,1124,,
Site_22,HYDERABAD,Bike,4,2023-06-04 00:00:00,DA_691,A,0,0,0,0,29,0,953,,
Site_21,HYDERABAD,Van DCD,4,2023-06-24 00:00:00,DA_460,A,4,1,73,0,8,0,2075,,
Site_9,BANGALORE,Van DCD,4,2023-06-22 00:00:00,DA_183,B,8,12,28,2,4,0,1453,,
Site_16,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_193,A,4,89,91,0,0,0,637,,
